blocker_id,severity,sector_id,candidate_code_count,codes_with_any_local_predeployment_daily_price,codes_with_252_local_predeployment_daily_price,configured_price_csv,code,predeployment_close_count,first_local_price_date,last_predeployment_price_date,description
short_predeployment_history_for_candidate_code,warning,bank,,0,0,数据库/processed/bank_v3_joinquant_real_daily_prices.csv,001227.XSHE,0,2022-01-17,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,bank,,1,0,数据库/processed/bank_v3_joinquant_real_daily_prices.csv,601187.XSHG,127,2020-10-27,2021-04-30,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,bank,,0,0,数据库/processed/bank_v3_joinquant_real_daily_prices.csv,601528.XSHG,0,2021-06-25,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,bank,,0,0,数据库/processed/bank_v3_joinquant_real_daily_prices.csv,601665.XSHG,0,2021-06-18,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,bank,,0,0,数据库/processed/bank_v3_joinquant_real_daily_prices.csv,601825.XSHG,0,2021-08-19,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,bank,,1,0,数据库/processed/bank_v3_joinquant_real_daily_prices.csv,601963.XSHG,55,2021-02-05,2021-04-30,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,0,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,001210.XSHE,0,2021-07-29,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,0,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,001286.XSHE,0,2023-04-10,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,0,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,001299.XSHE,0,2022-10-31,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,0,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,001376.XSHE,0,2023-11-03,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,1,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,003039.XSHE,39,2021-03-08,2021-04-30,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,1,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,600956.XSHG,207,2020-06-29,2021-04-30,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,0,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,603291.XSHG,0,2023-03-27,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,1,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,603759.XSHG,25,2021-03-26,2021-04-30,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,0,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,605011.XSHG,0,2021-06-30,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,0,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,605028.XSHG,0,2021-07-12,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,0,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,605090.XSHG,0,2021-05-25,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
short_predeployment_history_for_candidate_code,warning,utilities_electricity,,0,0,数据库/processed/utilities_joinquant_real_daily_prices.csv,605162.XSHG,0,2021-07-07,,Candidate has fewer than 252 pre-deployment close observations. It is not silently filled; low-vol required fields remain unavailable until enough PIT price history exists.
